# NHTSA vPIC World Manufacturer Identifier table, retrieved 2026-09-21.
# Regenerate with: go run ./tools/wmi-import
# Left out because they cannot appear in a VIN: 1OY, 4OG
wmi,manufacturer_id,manufacturer,make,vehicle_type,country
1K9331,6552,KINOS CUSTOM CONCEPTS LLC,,Motorcycle,UNITED STATES (USA)
1K9332,20211,"KEMCO MANUFACTURING, LLC",,Trailer,UNITED STATES (USA)
1K9336,6589,KIWI AIR LLC,,Trailer,UNITED STATES (USA)
1K9338,7472,KEYSTONE LSV CO.,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1K9339,7492,KRIMINAL KUSTOMS LLC,,Motorcycle,UNITED STATES (USA)
1K9341,13397,KOASTAL TRAILER LLC,,Trailer,UNITED STATES (USA)
1K9342,6990,KLD ENERGY TECHNOLOGIES,,Motorcycle,UNITED STATES (USA)
1K9345,6990,KLD ENERGY TECHNOLOGIES,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1K9346,17395,KLA DESIGNS,,Trailer,UNITED STATES (USA)
1K9347,7329,"KNIGHTEN MACHINE & SERVICE, INC.",,Trailer,UNITED STATES (USA)
1K9349,18635,KELLEY'S FABRICATION,,Trailer,UNITED STATES (USA)
1K9351,12016,"KWIK EQUIPMENT SALES, LLC",,Trailer,UNITED STATES (USA)
1K9352,13657,"KYFAB, LLC",,Trailer,UNITED STATES (USA)
1K9353,13941,KANSAS MOTORCYCLE WORKS LLC,,Motorcycle,UNITED STATES (USA)
1K9354,13821,KEYSTONE KABINS,,Trailer,UNITED STATES (USA)
1K9356,14004,"KANAMAK HYDRAULICS, INC.",,Trailer,UNITED STATES (USA)
1K9357,13733,KUSTOM KARZ OF SCOTTSBORO,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1K9361,2354,"KIF, LLC",,Trailer,UNITED STATES (USA)
1K9365,15187,"KJD ENTERPRISES, INC.",,Trailer,UNITED STATES (USA)
1K9367,17217,"KAUFMAN TRAILERS OF SC, INC.",,Trailer,UNITED STATES (USA)
1K9368,16069,KANSAS TRAILER MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
1K9369,16071,KENT POWER INC.,,Trailer,UNITED STATES (USA)
1K9372,16167,KERBY BROTHERS LLC,,Trailer,UNITED STATES (USA)
1K9373,16122,KNIGHT FABRICATING,,Trailer,UNITED STATES (USA)
1K9376,16436,"K&K REPAIR SERVICE, LLC",,Trailer,UNITED STATES (USA)
1K9377,16674,KNUTSON ENGINEERING LLC,,Trailer,UNITED STATES (USA)
1K9378,16542,KIEPE ELECTRIC INC.,,Bus,UNITED STATES (USA)
1K9380,17397,"KAT INDUSTRIES, INC",,Trailer,UNITED STATES (USA)
1K9382,20807,KTD INDUSTRIES INC.,,Trailer,
1K9384,18357,"K & S FABRICATION, LLC",,Trailer,UNITED STATES (USA)
1K9385,18558,"K&S FABRICATION, LLC",,Trailer,UNITED STATES (USA)
1K9386,18636,KLJ AUTO SALES AND SERVICE,,Trailer,UNITED STATES (USA)
1K9387,19662,KAREEM CORPORATION,,Trailer,UNITED STATES (USA)
1K9390,18895,KRAMO AMERICA CONSULTING INC.,,Trailer,UNITED STATES (USA)
1K9392,19424,KINNEY MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
1K9393,19550,"KALT LIFE KUSTOM KARTS, INC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
1K9394,19589,KIC MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
1K9397,19761,KJ LEISURE TRAILERS LLC,,Trailer,UNITED STATES (USA)
1K9398,19711,KINICH SOLAR INDUSTRIES LLC,,Trailer,UNITED STATES (USA)
1K9399,19848,KAISER PREMIER LLC,,Trailer,UNITED STATES (USA)
1K9400,19777,KROME 728 AQUISITION,,Trailer,UNITED STATES (USA)
1K9402,19830,KOEHN AND SONS,,Trailer,UNITED STATES (USA)
1K9404,19876,KARRY USA,,Trailer,UNITED STATES (USA)
1K9405,19922,KANTERRA TRAILER CO.,,Trailer,UNITED STATES (USA)
1K9408,20431,KLEVENITE TRAILERS,,Trailer,UNITED STATES (USA)
1K9409,20195,KALINOWSKI TRANSPORTATION LLC,,Trailer,UNITED STATES (USA)
1K9410,20210,KINGTEC GROUP COMPANY LIMITED,,Trailer,UNITED STATES (USA)
1K9411,20214,K&F INDUSTRIES,,Trailer,UNITED STATES (USA)
1K9413,20306,KACTUS KID TRAILERS,,Trailer,UNITED STATES (USA)
1K9416,20614,KICK AZZ SERVICES LLC,,Trailer,UNITED STATES (USA)
1K9417,20669,KOECHNER MFG. CO. INC.,,Trailer,
1K9418,18911,"KANOFF EQUIPMENT SERVICES, LLC",,Trailer,UNITED STATES (USA)
1K9419,20885,KRAESE REPAIRS LLC,,Motorcycle,UNITED STATES (USA)
1K9421,21238,KRISS MOTORS CORPORATION,,Motorcycle,
1K9423,24049,KENSINGTON TRAILERS LLC,,Trailer,
1K9424,21326,KEL-TEC TRAILER MFG. LLC,,Trailer,
1K9425,21252,KINGDOM CAMPING LLC,,Trailer,
1K9426,21832,"KSI CONVEYORS, INC",,Trailer,
1K9427,21738,"KIRILA FIRE TRAINING FACILITIES, INC.",,Trailer,UNITED STATES (USA)
1K9432,24744,KCP AMERICA INC.,,Trailer,
1K9433,22418,"KORU PERFORMANCE, LLC",,Trailer,UNITED STATES (USA)
1K9434,22494,KMX TRAILERS INC,,Trailer,
1K9435,22702,KAMMERER DYNAMICS INC.,,Trailer,UNITED STATES (USA)
1K9436,22923,KINDIG-IT DESIGN,,Passenger Car,
1K9437,22703,K AND K WELDING LLC,,Trailer,UNITED STATES (USA)
1K9438,22727,KINGS HOMES INC.,,Trailer,
1K9439,23409,KAYLAVON ENTERPRISE LLC,,Trailer,
1K9441,23105,KCH TRAILERS,,Trailer,UNITED STATES (USA)
1K9442,23263,KEB HOMES LLC,,Trailer,
1K9443,2354,"KIF, LLC",,Trailer,
1K9444,23369,KOMPACT KAMP LLC,,Trailer,
1K9445,23435,KRAKEN CUSTOM MARINE,,Trailer,UNITED STATES (USA)
1K9446,23619,KINGS TRAILERS LLC,,Trailer,UNITED STATES (USA)
1K9447,23443,"KLINGER TRAILER, LLC",,Trailer,
1K9448,23642,KNOTT COUNTY WELDING AND FABRICATING LLC,,Trailer,UNITED STATES (USA)
1K9449,23799,KEYSTONE TRAILER CO,,Trailer,UNITED STATES (USA)
1K9450,23987,KRABALCRAFT LLC,,Trailer,
1K9451,23998,KD MODULAR INSTALLERS,,Trailer,UNITED STATES (USA)
1K9452,24111,KORO BAS INC.,,Trailer,
1K9453,24917,KINETIC CUSTOM TRAILERS USA INC.,,Trailer,UNITED STATES (USA)
1K9454,24971,K & B INCORPORATED,,Trailer,
1K9455,25308,KINETIC CARRIERS,,Trailer,
1K9456,25113,KASE PUMPING SYSTEMS LLC,,Trailer,
1K9457,25512,KRK TRAILERS,,Trailer,UNITED STATES (USA)
1K9458,25127,KENNCO MANUFACTURING INC,,Trailer,
1K9459,25190,KRP RENTALS LLC,,Trailer,
1K9460,25537,KRAFT TANK CORPORATION,,Trailer,UNITED STATES (USA)
1K9461,25336,KM MANUFACTURING LLC,,Low Speed Vehicle (LSV),
1K9463,25374,KINGSFORGE CARGO LLC,,Trailer,UNITED STATES (USA)
1K9464,25594,K&A EQUIPMENT SALES LLC,,Low Speed Vehicle (LSV),
1K9465,25711,KIZZARNY TRAILERS,,Trailer,
1K9466,25631,"KNOXDROPS, LLC",,Trailer,UNITED STATES (USA)
1K9HBW,11277,"KIT HOMEBUILDERS WEST, LLC",,Trailer,UNITED STATES (USA)
1KB,5156,HOLIDAY RAMBLE CORPORATION,HOLIDAY RAMBLER,Trailer,UNITED STATES (USA)
1KK,2340,KENTUCKY MANUFACTURING CO.,KENTUCKY,Trailer,UNITED STATES (USA)
1L1,976,FORD MOTOR COMPANY,LINCOLN,Passenger Car,UNITED STATES (USA)
1L2,10436,NEWMAR CORPORATION,LONDON AIRE,Trailer,UNITED STATES (USA)
1L3,16228,THE HIGHLAND GROUP,HIGHLAND,Trailer,UNITED STATES (USA)
1L8,13008,EZ LOADER CUSTOM BOAT TRAILERS INC.,EZ LOADER CUSTOM BOAT TRAILERS,Trailer,UNITED STATES (USA)
1L9006,16679,LODAL LLC,,Truck,UNITED STATES (USA)
1L9026,15228,"LUEDTKE MANUFACTURING, INC",,Trailer,UNITED STATES (USA)
1L9027,3718,LAGASSE RIDES,,Trailer,UNITED STATES (USA)
1L9033,2705,"LEDWELL & SON ENTERPRISES, INC.",,Trailer,UNITED STATES (USA)
1L9041,13415,KÄRCHER NORTH AMERICA,,Trailer,UNITED STATES (USA)
1L9042,17154,LEMCO TOOL CORPORATION,,Trailer,UNITED STATES (USA)
1L9044,17886,LONDON BRIDGE WELDING,,Trailer,UNITED STATES (USA)
1L9046,15209,L & L CUSTOM TRAILERS,,Trailer,UNITED STATES (USA)
1L9049,15212,L.J. WELDING INC,,Trailer,UNITED STATES (USA)
1L9054,15223,"LIFETIME ALUMINUM TRAILER CO., INC",,Trailer,UNITED STATES (USA)
1L9055,4048,LANDRY'S WELDING & TRAILERS INC,,Trailer,UNITED STATES (USA)
1L9056,15229,LUPER'S TANK & TRAILER,,Trailer,UNITED STATES (USA)
1L9060,3407,"LOGAN FARM EQUIPMENT CO., INC.",,Trailer,UNITED STATES (USA)
1L9061,3728,LANDA INC.,,Trailer,UNITED STATES (USA)
1L9063,15224,LIFTCO INCORPORATED,,Trailer,UNITED STATES (USA)
1L9064,2692,LAZY N INC,,Trailer,UNITED STATES (USA)
1L9067,4049,LANDS DESIGN CORPORATION,,Truck,UNITED STATES (USA)
1L9068,17203,LACOTA INC,,Trailer,UNITED STATES (USA)
1L9070,15214,L.B. MANUFACTURING COMPANY,,Trailer,UNITED STATES (USA)
1L9074,16160,ILAUG PRODUCTS INC,,Trailer,UNITED STATES (USA)
1L9081,17700,LONGHORN TRAILER COMPANY,,Trailer,UNITED STATES (USA)
1L9085,16905,"BRINDLE PRODUCTS, INC.",,Trailer,UNITED STATES (USA)
1L9086,17847,"LAUREL FABRICATING, INC.",,Trailer,UNITED STATES (USA)
1L9088,17315,LAMCO MANUFACTURING & DISTRIBUTING COMPANY INC,,Trailer,UNITED STATES (USA)
1L9092,17709,LIMCO MANUFACTURING CORPORATION,,Trailer,UNITED STATES (USA)
1L9094,6901,"LAKESIDE TRAILER MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1L9095,18093,LYNDEN TANK CO,,Trailer,UNITED STATES (USA)
1L9097,17200,L & S LINE MANUFACTURING,,Trailer,UNITED STATES (USA)
1L9105,17778,LAYTON MANUFACTURING COMPANY,,Trailer,UNITED STATES (USA)
1L9109,17890,"L.A. WOODS CO., INC.",,Trailer,UNITED STATES (USA)
1L9116,18001,LOEFFLER FILTRATION GROUP,,Trailer,UNITED STATES (USA)
1L9124,18137,"LANIER TRAILER, INC.",,Trailer,UNITED STATES (USA)
1L9127,2715,LELAND TRUCK EQUIPMENT,,Trailer,UNITED STATES (USA)
1L9132,18161,LAZY L MFG.,,Trailer,UNITED STATES (USA)
1L9138,3558,"L & H MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1L9139,16740,L& J HYDRAULICS CO.,,Trailer,UNITED STATES (USA)
1L9143,17295,LEMNA CORPORATION,,Trailer,UNITED STATES (USA)
1L9144,15374,TRADERS MFG. GROUP INC,,Trailer,UNITED STATES (USA)
1L9147,16850,LISLE SPECIALTIES INC,,Trailer,UNITED STATES (USA)
1L9150,17930,"LITE HOUSE CAMPERS, INC.",,Trailer,UNITED STATES (USA)
1L9154,16443,INTERNATIONAL LIFT CORPORATION,,Trailer,UNITED STATES (USA)
1L9155,18282,LA EXOTICS,,Passenger Car,UNITED STATES (USA)
1L9157,4169,"LACROSSE ENTERPRISES, INC.",,Trailer,UNITED STATES (USA)
1L9158,2971,"LIL' JOHN'S PLACE, INC.",,Motorcycle,UNITED STATES (USA)
1L9159,3713,LAFARGE TRAILER COMPANY,,Trailer,UNITED STATES (USA)
1L9160,5894,"LUKE'S TRAILER MFG AND SALES, INC.",,Trailer,UNITED STATES (USA)
1L9161,16796,LAZY-DAZ INC,,Trailer,UNITED STATES (USA)
1L9165,16879,LIMBO CONTAINER COMPANY,,Trailer,UNITED STATES (USA)
1L9166,4048,LANDRY'S WELDING & TRAILERS INC,,Trailer,UNITED STATES (USA)
1L9174,2702,LEBER COACH MANUFACTURING,,Bus,UNITED STATES (USA)
1L9175,18213,LA PALMA AUTO BODY & REPAIR,,Trailer,UNITED STATES (USA)
1L9176,17954,LINDSAY'S FARM EQUIPMENT,,Trailer,UNITED STATES (USA)
1L9177,18948,LONG MACHINE CO LLC,,Trailer,UNITED STATES (USA)
1L9179,10821,LAKE TECHNOLOGY PRODUCTS INC,,Trailer,UNITED STATES (USA)
1L9191,3218,LES' SERVICE AND CANOPIES,,Trailer,UNITED STATES (USA)
1L9192,3408,LOGANO TRUCKING CO INC,,Trailer,UNITED STATES (USA)
1L9199,9868,"J R MILLS ENTERPRISES, INC.",,Trailer,UNITED STATES (USA)
1L9200,16616,"LDC INDUSTRIES, INC",,Trailer,UNITED STATES (USA)
1L9201,4648,C TRAIL TRAILER,,Trailer,UNITED STATES (USA)
1L9212,3562,L & M MANUFACTURING INC,,Trailer,UNITED STATES (USA)
1L9216,4072,LIBERTY INDUSTRIES,,Trailer,UNITED STATES (USA)
1L9218,15977,"LEONARD ALUMINUM UTILITY BUILDINGS, LLC.",,Trailer,UNITED STATES (USA)
1L9224,2696,"LBT STAINLESS, INC.",,Trailer,UNITED STATES (USA)
1L9226,3563,"L & M MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1L9227,2966,"LIGHT CAMPERS, INC.",,Trailer,UNITED STATES (USA)
1L9228,3567,L&F CUSTOM BUILT TRAILERS,,Trailer,UNITED STATES (USA)
1L9232,3084,LOAD MAXX TRAILER CO.,,Trailer,UNITED STATES (USA)
1L9234,3717,"LAFORZA AUTOMOBILES, INC.",,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
1L9235,3465,LONGHORN WELDING CO.,,Trailer,UNITED STATES (USA)
1L9237,8195,LOADMASTER TRAILER COMPANY LTD.,,Trailer,UNITED STATES (USA)
1L9240,2976,LINEAR DYNAMICS INC,,Trailer,UNITED STATES (USA)
1L9241,5958,LEVON VENDING CARTS CO.,,Trailer,UNITED STATES (USA)
1L9242,5955,LESTER MANUFACTURING INC,,Trailer,UNITED STATES (USA)
1L9243,17071,LEGEND TRAILERS INC,,Trailer,UNITED STATES (USA)
1L9244,3219,"LARRY'S TRAILER SALES, INC.",,Trailer,UNITED STATES (USA)
1L9245,5956,"LET'S GO AERO, INC.",,Trailer,UNITED STATES (USA)
1L9248,8197,LOBB TRAILER MANUFACTURING,,Trailer,UNITED STATES (USA)
1L9249,13556,"LAWTON TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1L9254,4174,LYNN WELDING SHOP,,Trailer,UNITED STATES (USA)
1L9256,4163,LUGO MANUFACTURING INC.,,Trailer,UNITED STATES (USA)
1L9265,10826,LEDBETTER WELDING,,Trailer,UNITED STATES (USA)
1L9269,17468,LA CONCEPT CARS INC,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1L9270,17396,"LIBERTY TRAILERS, INC",,Trailer,UNITED STATES (USA)
1L9272,2969,LIKENS TRAILER MANUFACTURING,,Trailer,UNITED STATES (USA)
1L9273,3417,LONESTAR MANUFACTURING,,Trailer,UNITED STATES (USA)
1L9274,3228,LASER STRAIGHT MFG. INC.,,Trailer,UNITED STATES (USA)
1L9275,5961,"LIBERATOR MOTORCYCLES, INC.",,Motorcycle,UNITED STATES (USA)
1L9278,2981,LITE-N-BOLT MANUFACTURING COMPANY,,Trailer,UNITED STATES (USA)
1L9280,3221,LARSON CABLE TRAILERS,,Trailer,UNITED STATES (USA)
1L9281,13589,SHEYENNE TOOLING & MFG.,,Trailer,UNITED STATES (USA)
1L9282,3082,LOAD GLIDE TRAILERS,,Trailer,UNITED STATES (USA)
1L9283,10293,LOPEZ WELDING SHOP,,Trailer,UNITED STATES (USA)
1L9284,3720,"LAKE FOREST BUILDERS, INC.",,Trailer,UNITED STATES (USA)
1L9286,3687,LOADMASTER MANUFACTURING INC,,Trailer,UNITED STATES (USA)
1L9287,7879,D & L MARKETING,,Trailer,UNITED STATES (USA)
1L9292,3559,L & J SERVICES,,Trailer,UNITED STATES (USA)
1L9301,2709,LEEWOOD INC ELECTRIC CAR,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1L9302,8662,"LEHMAN MFG. COMPANY, INC.",,Trailer,UNITED STATES (USA)
1L9303,17139,L & D TRL MANUFACTURING & SALES,,Trailer,UNITED STATES (USA)
1L9304,3721,LAKE OF THE OZARKS CUSTOM CYCLE,,Motorcycle,UNITED STATES (USA)
1L9306,10245,L & M TRAILER MFG.,,Trailer,UNITED STATES (USA)
1L9308,2875,"L & M SALES & SERVICE, INC",,Trailer,UNITED STATES (USA)
1L9309,10822,LAKEVIEW MFG,,Trailer,UNITED STATES (USA)
1L9311,4159,LUCAS TRAILERS,,Trailer,UNITED STATES (USA)
1L9312,9355,"LITTLE BEAVER, INC.",,Trailer,UNITED STATES (USA)
1L9316,2710,LEGACY TRAILERS LLC,,Trailer,UNITED STATES (USA)
1L9317,10828,"LEGEND MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1L9318,2984,LITTLE STANLEY CYCLES,,Motorcycle,UNITED STATES (USA)
1L9319,3414,LONE STAR CHOPPERS,,Motorcycle,UNITED STATES (USA)
1L9320,4161,LUCKY DEVIL METAL WORKS,,Motorcycle,UNITED STATES (USA)
1L9321,15622,LANE TRAILER MANUFACTURING COMPANY,,Trailer,UNITED STATES (USA)
1L9324,4154,"LOS LOBOS MINI CHOPPERS, LLC",,Motorcycle,UNITED STATES (USA)
1L9328,11103,"LEGEND ONE MFG., INC.",,Trailer,UNITED STATES (USA)
1L9329,17662,LA BOIT INC.,,Trailer,UNITED STATES (USA)
1L9332,3409,LOGIC MOTOR COMPANY,,Motorcycle,UNITED STATES (USA)
1L9336,10699,"LANCHESTER TRAILER SUPPLY, LLC",,Trailer,UNITED STATES (USA)
1L9345,10700,LONE STAR CRYOGENICS,,Trailer,UNITED STATES (USA)
1L9346,9226,"LOU FEGERS TRAILER SALES, INC",,Trailer,UNITED STATES (USA)
1L9352,8788,LOS ANGELES ROLLERS,,Motorcycle,UNITED STATES (USA)
1L9356,9251,LATE NYT CHOPPERS,,Motorcycle,UNITED STATES (USA)
1L9357,9035,LAU WELDING & GRADING LLC.,,Trailer,UNITED STATES (USA)
1L9358,8763,LAKE COUNTY CYCLES,,Motorcycle,UNITED STATES (USA)
1L9359,9039,LONE STAR ROASTER,,Trailer,UNITED STATES (USA)
1L9360,9007,"LIBERTY TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1L9361,8565,"LITHIUM HOUSE, INC.",,Motorcycle,UNITED STATES (USA)
1L9362,9231,LEGENDS MOTORSPORTS LLC.,,Motorcycle,UNITED STATES (USA)
1L9363,10349,L.V.W. CUSTOMS,,Motorcycle,UNITED STATES (USA)
1L9364,9237,LINDSAY MANUFACTURING CO.,,Trailer,UNITED STATES (USA)
1L9369,11238,LEROY THOMPSON INC.,,Motorcycle,UNITED STATES (USA)
1L9371,9968,LA CART'S INC.,,Trailer,UNITED STATES (USA)
1L9372,1299,LUCAS CYCLES,,Motorcycle,UNITED STATES (USA)
1L9375,9432,"LIVESTOCK TRAILER EQUIPMENT, LLC",,Trailer,UNITED STATES (USA)
1L9376,8650,L/E AUTO WORKS,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1L9379,8641,LAKE NORMAN TRAILER,,Trailer,UNITED STATES (USA)
1L9380,8643,LUMBEE TRIKES & BIKES,,Motorcycle,UNITED STATES (USA)
1L9381,10682,LAKESHORE WATERCRAFT,,Trailer,UNITED STATES (USA)
1L9383,10873,LOUDO TRAILERS INC.,,Trailer,UNITED STATES (USA)
1L9387,9532,LAKOTA TRAILERS,,Trailer,UNITED STATES (USA)
1L9388,8893,"LITTLE JOE'S WELDING & SONS, INC.",,Trailer,UNITED STATES (USA)
1L9389,9830,LONESOME ROAD CHOPPERS,,Motorcycle,UNITED STATES (USA)
1L9391,10050,LATCO INC.,,Trailer,UNITED STATES (USA)
1L9392,11354,LAZY J MFG.,,Trailer,UNITED STATES (USA)
1L9393,10065,"LUCKY MFG, LLC",,Trailer,UNITED STATES (USA)
1L9394,11593,LITTLE D'S UTILITY TRAILERS,,Trailer,UNITED STATES (USA)
1L9395,11803,LEGENDS CUSTOM CYCLES LLC,,Motorcycle,UNITED STATES (USA)
1L9397,8447,"LUXXX CUSTOM CYCLES A DIVISON OF ACTIVEQUEST, INC.",,Motorcycle,UNITED STATES (USA)
1L9398,10470,LUMPKIN ENTERPRISES,,Trailer,UNITED STATES (USA)
1L9399,13430,"LONG DOG ENTERPRISE,INC.",,Trailer,UNITED STATES (USA)
1L9400,11371,LEGACY TRAILERS,,Trailer,UNITED STATES (USA)
1L9401,7193,"LIMOS BY TIFFANY, INC.",,Bus,UNITED STATES (USA)
1L9406,8870,"LEGENDARY INNOVATIONS, LLC",,Trailer,UNITED STATES (USA)
1L9407,11117,LIVINGSTON CUSTOM BOAT TRAILERS,,Trailer,UNITED STATES (USA)
1L9408,8851,LIVECCHI CYCLE L.L.C,,Motorcycle,UNITED STATES (USA)
1L9410,9350,LOAD TOTOERS TRAILER SALES,,Trailer,UNITED STATES (USA)
1L9411,9084,"LOGIC MOTORS, LLC",,Motorcycle,UNITED STATES (USA)
1L9413,9288,LIME CITY EQUIPMENT INC.,,Trailer,UNITED STATES (USA)
1L9414,6211,"LDJ MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1L9416,10321,LONGBOW MOTORCYCLES LLC,,Motorcycle,UNITED STATES (USA)
1L9417,9354,L & M STEEL AND MFG.,,Trailer,UNITED STATES (USA)
1L9418,10562,LOW-TOW TRAILERS LLC,,Trailer,UNITED STATES (USA)
1L9419,12051,LIBERTY MOTORS LLC,,Motorcycle,UNITED STATES (USA)
1L9421,1367,"L & J MANUFACTURING, LLC",,Trailer,UNITED STATES (USA)
1L9422,11405,"LUMPKIN TRAILERS, LLC",,Trailer,UNITED STATES (USA)
1L9423,8949,"LUCON, INC.",,Trailer,UNITED STATES (USA)
1L9426,8685,LIGHTNING ROD MOTORCYCLES,,Motorcycle,UNITED STATES (USA)
1L9428,6449,L&J SUPPLY,,Trailer,UNITED STATES (USA)
1L9430,9364,"SHOWHAULER TRUCKS, INC.",,Trailer,UNITED STATES (USA)
1L9432,6469,LANCE CAMPER MFG. CORP.,,Trailer,UNITED STATES (USA)
1L9433,6462,"LIBERTY SEAMLESS ENTERPRISES, INC.",,Motorcycle,UNITED STATES (USA)
1L9434,6729,LEFTY BROTHERS CYCLES LLC,,Motorcycle,UNITED STATES (USA)
1L9435,7510,"THOR LIVIN' LITE, INC.",,Trailer,UNITED STATES (USA)
1L9437,12055,LITTLE GUYS GROUP LLC,,Trailer,UNITED STATES (USA)
1L9438,6999,"LIQUID ASPHALT SYSTEMS, INC.",,Trailer,UNITED STATES (USA)
1L9439,6474,LAS VEGAS CLASSIC COACH LTD.,,Trailer,UNITED STATES (USA)
1L9440,12171,"LONE WOLF CUSTOMS, L.L.C.",,Motorcycle,UNITED STATES (USA)
1L9441,6647,LMT INC.,,Trailer,UNITED STATES (USA)
1L9443,22920,"ORGANILOCK, INC.",,Trailer,
1L9444,11867,L6 SYSTEMS LLC,,Trailer,UNITED STATES (USA)
1L9445,6822,"LB TELESYSTEMS, INC.",,Trailer,
1L9447,6839,LAMPI EQUIPMENT INC.,,Trailer,UNITED STATES (USA)
1L9448,7052,"LOAD TECHNOLOGY, INC.",,Trailer,UNITED STATES (USA)
1L9449,7209,LAND AND SEA TRAILER SHOPPE,,Trailer,UNITED STATES (USA)
1L9451,6676,LEGGETT & PLATT,,Trailer,UNITED STATES (USA)
1L9453,1588,L.I.T.B. INC. DBA INDUSTRIAL TRUCK BODIES,,Trailer,UNITED STATES (USA)
1L9455,11902,"LEXINGTON TRAILER & HITCH, LLC",,Trailer,UNITED STATES (USA)
1L9458,1482,"LIFT N LOCK, LLC",,Trailer,UNITED STATES (USA)
1L9459,6718,LED AUTHORITY,,Trailer,UNITED STATES (USA)
1L9460,6720,SAPPHIRE SCIENTIFIC,,Trailer,UNITED STATES (USA)
1L9463,12193,"LOYALTY MOBILE INNOVATIONS, INC.",,Trailer,UNITED STATES (USA)
1L9464,4163,LUGO MANUFACTURING INC.,,Trailer,UNITED STATES (USA)
1L9465,6879,"LAWLESS WELDING, INC",,Trailer,UNITED STATES (USA)
1L9468,6930,"LIFETIME PRODUCTS GROUP, INC.",,Trailer,UNITED STATES (USA)
1L9469,6628,LEGACY RV LLC,,Trailer,UNITED STATES (USA)
1L9470,6394,ROSS LEVAY DBA LEVAY MACHINE CO. LLC,,Motorcycle,UNITED STATES (USA)
1L9472,6629,LOGAN COACH INC.,,Trailer,UNITED STATES (USA)
1L9473,7067,L&B CONEPTS LLC DBA SCOOTERBILT MANUFACTURING,,Trailer,UNITED STATES (USA)
1L9476,7101,"LO-PRO FLUID TRANSPORTS, LLC",,Trailer,UNITED STATES (USA)
1L9477,7089,LEGION MOTORCYCLE COMPANY LLC,,Motorcycle,UNITED STATES (USA)
1L9478,7089,LEGION MOTORCYCLE COMPANY LLC,,Trailer,UNITED STATES (USA)
1L9479,7862,"LAKE CITY CHOPPERS, INC.",,Motorcycle,UNITED STATES (USA)
1L9482,7554,"L AND S TRAILERS & SUPPLY, LLC",,Trailer,UNITED STATES (USA)
1L9483,7923,"LAND & SEA, INC.",,Trailer,UNITED STATES (USA)
1L9484,7432,LEFT COAST DEVELOPMENT LLC,,Trailer,UNITED STATES (USA)
1L9485,13445,"LARGE LIFT RENTALS, INC.",,Trailer,UNITED STATES (USA)
1L9486,1516,LIMOUSINE MANUFACTURING CORP.,,Bus,UNITED STATES (USA)
1L9487,1516,LIMOUSINE MANUFACTURING CORP.,,Bus,UNITED STATES (USA)
1L9488,1516,LIMOUSINE MANUFACTURING CORP.,,Bus,UNITED STATES (USA)
1L9489,7301,LOG-MASTER PORTABLE BANDSAW SAWMILL MFG. CO. INC.,,Trailer,UNITED STATES (USA)
1L9492,11960,LRG TECHNOLOGIES INC,,Trailer,UNITED STATES (USA)
1L9493,6084,LANIER MARINE TRAILERS LLC,,Trailer,UNITED STATES (USA)
1L9494,11971,"LAMINATED WOOD SYSTEMS, INC.",,Trailer,UNITED STATES (USA)
1L9496,1661,L.C.B. ENTERPRISES LLC,,Trailer,UNITED STATES (USA)
1L9497,6322,"LONE STAR TRAILER SERVICES, INC.",,Trailer,UNITED STATES (USA)
1L9498,11975,LUTTRELL WELDING SERVICES,,Trailer,UNITED STATES (USA)
1L9501,7979,"LUDWIGSEN MOTOR COMPANY, LLC",,Motorcycle,UNITED STATES (USA)
1L9507,6347,LUX CUSTOMS LLC,,Trailer,UNITED STATES (USA)
1L9509,6503,LONE STAR GRILLZ AND FABRICATION LLC,,Trailer,UNITED STATES (USA)
1L9510,12251,LOCATION WATER SYSTEMS LLC,,Trailer,UNITED STATES (USA)
1L9511,13424,LAKE VIEW LODGES INC.,,Trailer,UNITED STATES (USA)
1L9512,13779,"LPG VENTURES, INC.",,Trailer,UNITED STATES (USA)
1L9513,1498,"LAGOON MANUFACTURING, LLC",,Trailer,UNITED STATES (USA)
1L9515,1501,"LPD TRAILERS, LLC",,Trailer,UNITED STATES (USA)
1L9517,7602,LIBERTY FABRICATION LLC,,Motorcycle,UNITED STATES (USA)
1L9518,6365,LITTLE FOX CAMPERS,,Trailer,UNITED STATES (USA)
